Date;Year;Open;High;Low;Close;Adj Close;Volume;Daily Stock Return Direction;Daily Stock Return (%);Daily Trading Volume Change (%);Price Anomaly Category;Volume Anomaly Category;Strong Anomaly
10/11/2020;2020;1,250.00;1,255.00;1,195.00;1,200.00;990.02;604,934,300;-;-3.2258;-28.5213;Normal;Normal;No
11/11/2020;2020;1,210.00;1,240.00;1,185.00;1,195.00;985.9;628,878,500;-;-0.4167;3.9581;Normal;Normal;No
12/11/2020;2020;1,190.00;1,205.00;1,165.00;1,170.00;965.27;200,055,900;-;-2.0921;-68.1885;Normal;Sharp Volume Decrease;No
13/11/2020;2020;1,160.00;1,180.00;1,155.00;1,170.00;965.27;172,842,400;0;0;-13.6029;Normal;Normal;No
16/11/2020;2020;1,200.00;1,210.00;1,180.00;1,185.00;977.65;213,486,900;+;1.2821;23.5154;Normal;Normal;No
17/11/2020;2020;1,185.00;1,215.00;1,175.00;1,190.00;981.77;300,731,400;+;0.4219;40.8664;Normal;Normal;No
18/11/2020;2020;1,220.00;1,280.00;1,215.00;1,240.00;1,023.03;853,419,900;+;4.2017;183.7814;Normal;Sharp Volume Increase;No
19/11/2020;2020;1,240.00;1,245.00;1,220.00;1,235.00;1,018.90;286,394,100;-;-0.4032;-66.4416;Normal;Sharp Volume Decrease;No
20/11/2020;2020;1,235.00;1,240.00;1,200.00;1,210.00;998.27;220,936,900;-;-2.0243;-22.8556;Normal;Normal;No
23/11/2020;2020;1,225.00;1,255.00;1,215.00;1,255.00;1,035.40;371,401,400;+;3.719;68.1029;Normal;Normal;No
24/11/2020;2020;1,255.00;1,255.00;1,220.00;1,235.00;1,018.90;351,292,500;-;-1.5936;-5.4143;Normal;Normal;No
25/11/2020;2020;1,235.00;1,240.00;1,195.00;1,205.00;994.15;303,117,600;-;-2.4291;-13.7136;Normal;Normal;No
26/11/2020;2020;1,200.00;1,225.00;1,195.00;1,210.00;998.27;147,126,800;+;0.4149;-51.4621;Normal;Normal;No
27/11/2020;2020;1,230.00;1,250.00;1,215.00;1,230.00;1,014.77;308,954,300;+;1.6529;109.9919;Normal;Normal;No
30/11/2020;2020;1,225.00;1,225.00;1,145.00;1,145.00;944.65;446,062,400;-;-6.9106;44.3781;Sharp Price Decrease;Normal;No
01/12/2020;2020;1,150.00;1,180.00;1,105.00;1,155.00;952.9;240,765,000;+;0.8734;-46.0244;Normal;Normal;No
02/12/2020;2020;1,170.00;1,260.00;1,170.00;1,245.00;1,027.15;803,420,400;+;7.7922;233.6948;Sharp Price Increase;Sharp Volume Increase;Yes
03/12/2020;2020;1,245.00;1,300.00;1,235.00;1,255.00;1,035.40;615,002,200;+;0.8032;-23.452;Normal;Normal;No
04/12/2020;2020;1,265.00;1,270.00;1,235.00;1,245.00;1,027.15;155,578,400;-;-0.7968;-74.7028;Normal;Sharp Volume Decrease;No
07/12/2020;2020;1,270.00;1,295.00;1,260.00;1,280.00;1,056.03;367,250,700;+;2.8112;136.0551;Normal;Normal;No
08/12/2020;2020;1,295.00;1,320.00;1,285.00;1,300.00;1,072.53;377,826,500;+;1.5625;2.8797;Normal;Normal;No
10/12/2020;2020;1,330.00;1,425.00;1,330.00;1,395.00;1,150.90;686,885,600;+;7.3077;81.7992;Sharp Price Increase;Normal;No
11/12/2020;2020;1,475.00;1,500.00;1,435.00;1,450.00;1,196.28;487,755,900;+;3.9427;-28.9902;Normal;Normal;No
14/12/2020;2020;1,500.00;1,540.00;1,490.00;1,525.00;1,258.16;417,804,400;+;5.1724;-14.3415;Normal;Normal;No
15/12/2020;2020;1,525.00;1,565.00;1,495.00;1,560.00;1,287.03;462,918,300;+;2.2951;10.7979;Normal;Normal;No
16/12/2020;2020;1,595.00;1,925.00;1,590.00;1,815.00;1,497.41;1,272,844,700;+;16.3462;174.961;Sharp Price Increase;Sharp Volume Increase;Yes
17/12/2020;2020;1,840.00;1,880.00;1,775.00;1,815.00;1,497.41;542,949,200;0;0;-57.3436;Normal;Sharp Volume Decrease;No
18/12/2020;2020;1,845.00;1,960.00;1,810.00;1,950.00;1,608.79;1,083,731,700;+;7.438;99.6009;Sharp Price Increase;Normal;No
21/12/2020;2020;1,965.00;2,020.00;1,925.00;1,965.00;1,621.16;627,035,000;+;0.7692;-42.1411;Normal;Normal;No
22/12/2020;2020;1,950.00;1,960.00;1,830.00;1,835.00;1,513.91;678,922,000;-;-6.6158;8.275;Sharp Price Decrease;Normal;No
23/12/2020;2020;1,830.00;1,850.00;1,720.00;1,790.00;1,476.79;659,296,400;-;-2.4523;-2.8907;Normal;Normal;No
28/12/2020;2020;1,825.00;2,000.00;1,780.00;2,000.00;1,650.04;992,175,000;+;11.7318;50.49;Sharp Price Increase;Normal;No
29/12/2020;2020;2,050.00;2,070.00;1,935.00;1,945.00;1,604.66;739,754,900;-;-2.75;-25.4411;Normal;Normal;No
30/12/2020;2020;1,945.00;1,985.00;1,905.00;1,935.00;1,596.41;535,943,500;-;-0.5141;-27.5512;Normal;Normal;No
04/01/2021;2021;1,970.00;2,200.00;1,940.00;2,190.00;1,806.79;1,040,753,400;+;13.1783;94.1909;Sharp Price Increase;Normal;No
05/01/2021;2021;2,190.00;2,340.00;2,130.00;2,230.00;1,839.80;1,139,014,700;+;1.8265;9.4414;Normal;Normal;No
06/01/2021;2021;2,270.00;2,290.00;2,130.00;2,220.00;1,831.55;629,211,500;-;-0.4484;-44.7583;Normal;Normal;No
07/01/2021;2021;2,250.00;2,740.00;2,240.00;2,600.00;2,145.05;1,982,112,200;+;17.1171;215.0153;Sharp Price Increase;Sharp Volume Increase;Yes
08/01/2021;2021;2,640.00;2,750.00;2,560.00;2,600.00;2,145.05;1,052,618,000;0;0;-46.8941;Normal;Normal;No
11/01/2021;2021;2,560.00;2,650.00;2,530.00;2,580.00;2,128.55;521,301,600;-;-0.7692;-50.4757;Normal;Normal;No
12/01/2021;2021;2,580.00;2,780.00;2,550.00;2,770.00;2,285.31;1,147,172,800;+;7.3643;120.0593;Sharp Price Increase;Normal;No
13/01/2021;2021;2,850.00;3,130.00;2,850.00;3,120.00;2,574.06;1,280,852,600;+;12.6354;11.653;Sharp Price Increase;Normal;No
14/01/2021;2021;3,140.00;3,440.00;3,060.00;3,180.00;2,623.56;1,499,058,400;+;1.9231;17.036;Normal;Normal;No
15/01/2021;2021;3,300.00;3,380.00;3,040.00;3,120.00;2,574.06;915,912,100;-;-1.8868;-38.9008;Normal;Normal;No
18/01/2021;2021;3,000.00;3,140.00;2,910.00;2,910.00;2,400.81;930,618,200;-;-6.7308;1.6056;Sharp Price Decrease;Normal;No
19/01/2021;2021;2,810.00;2,850.00;2,710.00;2,710.00;2,235.81;360,498,600;-;-6.8729;-61.2625;Sharp Price Decrease;Sharp Volume Decrease;Yes
20/01/2021;2021;2,540.00;3,200.00;2,530.00;3,190.00;2,631.81;1,983,213,100;+;17.7122;450.1306;Sharp Price Increase;Sharp Volume Increase;Yes
21/01/2021;2021;3,290.00;3,340.00;3,030.00;3,090.00;2,549.31;1,273,877,400;-;-3.1348;-35.767;Normal;Normal;No
22/01/2021;2021;3,090.00;3,090.00;2,880.00;2,880.00;2,376.06;894,766,800;-;-6.7961;-29.7604;Sharp Price Decrease;Normal;No
25/01/2021;2021;2,760.00;2,960.00;2,680.00;2,870.00;2,367.81;1,222,991,300;-;-0.3472;36.6827;Normal;Normal;No
26/01/2021;2021;2,900.00;2,930.00;2,670.00;2,670.00;2,202.80;786,819,300;-;-6.9686;-35.6644;Sharp Price Decrease;Normal;No
27/01/2021;2021;2,620.00;2,740.00;2,490.00;2,550.00;2,103.80;1,341,364,800;-;-4.4944;70.4794;Sharp Price Decrease;Normal;No
28/01/2021;2021;2,470.00;2,570.00;2,380.00;2,380.00;1,963.55;731,854,900;-;-6.6667;-45.4395;Sharp Price Decrease;Normal;No
29/01/2021;2021;2,370.00;2,440.00;2,220.00;2,220.00;1,831.55;450,321,200;-;-6.7227;-38.4685;Sharp Price Decrease;Normal;No
01/02/2021;2021;2,090.00;2,640.00;2,070.00;2,600.00;2,145.05;2,186,652,700;+;17.1171;385.5762;Sharp Price Increase;Sharp Volume Increase;Yes
02/02/2021;2021;2,600.00;2,630.00;2,420.00;2,420.00;1,996.55;942,434,300;-;-6.9231;-56.9006;Sharp Price Decrease;Normal;No
03/02/2021;2021;2,390.00;2,520.00;2,290.00;2,330.00;1,922.30;948,031,000;-;-3.719;0.5939;Normal;Normal;No
04/02/2021;2021;2,400.00;2,520.00;2,270.00;2,400.00;1,980.05;874,173,400;+;3.0043;-7.7906;Normal;Normal;No
05/02/2021;2021;2,450.00;2,690.00;2,370.00;2,660.00;2,194.55;1,157,647,700;+;10.8333;32.4277;Sharp Price Increase;Normal;No
08/02/2021;2021;2,770.00;2,830.00;2,700.00;2,830.00;2,334.81;977,135,300;+;6.391;-15.593;Sharp Price Increase;Normal;No
09/02/2021;2021;2,850.00;2,860.00;2,640.00;2,730.00;2,252.31;877,784,900;-;-3.5336;-10.1675;Normal;Normal;No
10/02/2021;2021;2,790.00;2,970.00;2,720.00;2,930.00;2,417.31;1,401,720,500;+;7.326;59.6884;Sharp Price Increase;Normal;No
11/02/2021;2021;2,940.00;2,960.00;2,850.00;2,870.00;2,367.81;620,114,900;-;-2.0478;-55.7604;Normal;Normal;No
15/02/2021;2021;2,900.00;2,950.00;2,880.00;2,900.00;2,392.56;361,594,300;+;1.0453;-41.6891;Normal;Normal;No
16/02/2021;2021;2,910.00;2,940.00;2,860.00;2,870.00;2,367.81;349,266,100;-;-1.0345;-3.4094;Normal;Normal;No
17/02/2021;2021;2,870.00;2,890.00;2,720.00;2,750.00;2,268.81;443,154,100;-;-4.1812;26.8815;Normal;Normal;No
18/02/2021;2021;2,700.00;2,820.00;2,670.00;2,780.00;2,293.56;349,948,000;+;1.0909;-21.0324;Normal;Normal;No
19/02/2021;2021;2,800.00;2,910.00;2,730.00;2,880.00;2,376.06;482,821,700;+;3.5971;37.9696;Normal;Normal;No
22/02/2021;2021;2,940.00;3,040.00;2,910.00;2,950.00;2,433.81;834,610,300;+;2.4306;72.861;Normal;Normal;No
23/02/2021;2021;2,940.00;3,010.00;2,920.00;2,940.00;2,425.56;327,105,100;-;-0.339;-60.8074;Normal;Sharp Volume Decrease;No
24/02/2021;2021;2,930.00;2,970.00;2,820.00;2,910.00;2,400.81;386,381,000;-;-1.0204;18.1214;Normal;Normal;No
25/02/2021;2021;2,970.00;3,010.00;2,940.00;2,960.00;2,442.06;346,787,800;+;1.7182;-10.2472;Normal;Normal;No
26/02/2021;2021;2,840.00;2,890.00;2,780.00;2,840.00;2,343.06;1,305,042,600;-;-4.0541;276.3231;Normal;Sharp Volume Increase;No
01/03/2021;2021;2,850.00;2,880.00;2,810.00;2,840.00;2,343.06;166,782,500;0;0;-87.2201;Normal;Sharp Volume Decrease;No
02/03/2021;2021;2,840.00;2,850.00;2,720.00;2,730.00;2,252.31;298,489,400;-;-3.8732;78.9693;Normal;Normal;No
03/03/2021;2021;2,770.00;2,770.00;2,670.00;2,700.00;2,227.55;192,152,700;-;-1.0989;-35.625;Normal;Normal;No
04/03/2021;2021;2,520.00;2,590.00;2,520.00;2,520.00;2,079.05;466,387,000;-;-6.6667;142.7169;Sharp Price Decrease;Normal;No
05/03/2021;2021;2,370.00;2,520.00;2,350.00;2,420.00;1,996.55;745,024,700;-;-3.9683;59.7439;Normal;Normal;No
08/03/2021;2021;2,490.00;2,500.00;2,270.00;2,280.00;1,881.05;476,947,100;-;-5.7851;-35.9824;Sharp Price Decrease;Normal;No
09/03/2021;2021;2,280.00;2,360.00;2,180.00;2,230.00;1,839.80;515,109,500;-;-2.193;8.0014;Normal;Normal;No
10/03/2021;2021;2,260.00;2,280.00;2,170.00;2,230.00;1,839.80;193,024,600;0;0;-62.5275;Normal;Sharp Volume Decrease;No
12/03/2021;2021;2,280.00;2,440.00;2,280.00;2,420.00;1,996.55;537,855,700;+;8.5202;178.6462;Sharp Price Increase;Sharp Volume Increase;Yes
15/03/2021;2021;2,430.00;2,450.00;2,280.00;2,340.00;1,930.55;371,987,500;-;-3.3058;-30.8388;Normal;Normal;No
16/03/2021;2021;2,350.00;2,350.00;2,240.00;2,270.00;1,872.80;231,241,100;-;-2.9915;-37.8363;Normal;Normal;No
17/03/2021;2021;2,290.00;2,330.00;2,260.00;2,300.00;1,897.55;147,188,700;+;1.3216;-36.3484;Normal;Normal;No
18/03/2021;2021;2,350.00;2,350.00;2,270.00;2,290.00;1,889.30;149,549,500;-;-0.4348;1.6039;Normal;Normal;No
19/03/2021;2021;2,270.00;2,280.00;2,210.00;2,250.00;1,856.30;123,414,100;-;-1.7467;-17.4761;Normal;Normal;No
22/03/2021;2021;2,260.00;2,340.00;2,250.00;2,260.00;1,864.55;125,924,600;+;0.4444;2.0342;Normal;Normal;No
23/03/2021;2021;2,300.00;2,310.00;2,220.00;2,270.00;1,872.80;141,239,100;+;0.4425;12.1616;Normal;Normal;No
24/03/2021;2021;2,250.00;2,250.00;2,170.00;2,170.00;1,790.29;156,928,900;-;-4.4053;11.1087;Sharp Price Decrease;Normal;No
25/03/2021;2021;2,170.00;2,230.00;2,100.00;2,180.00;1,798.54;191,883,200;+;0.4608;22.274;Normal;Normal;No
26/03/2021;2021;2,230.00;2,440.00;2,200.00;2,430.00;2,004.80;652,293,400;+;11.4679;239.9429;Sharp Price Increase;Sharp Volume Increase;Yes
29/03/2021;2021;2,430.00;2,430.00;2,260.00;2,260.00;1,864.55;454,909,500;-;-6.9959;-30.26;Sharp Price Decrease;Normal;No
30/03/2021;2021;2,270.00;2,320.00;2,160.00;2,210.00;1,823.29;282,270,900;-;-2.2124;-37.9501;Normal;Normal;No
31/03/2021;2021;2,180.00;2,250.00;2,130.00;2,250.00;1,856.30;268,981,300;+;1.81;-4.7081;Normal;Normal;No
01/04/2021;2021;2,290.00;2,300.00;2,200.00;2,240.00;1,848.05;160,897,600;-;-0.4444;-40.1826;Normal;Normal;No
05/04/2021;2021;2,280.00;2,280.00;2,190.00;2,200.00;1,815.04;107,349,400;-;-1.7857;-33.2809;Normal;Normal;No
06/04/2021;2021;2,250.00;2,340.00;2,210.00;2,330.00;1,922.30;323,980,600;+;5.9091;201.8001;Sharp Price Increase;Sharp Volume Increase;Yes
07/04/2021;2021;2,330.00;2,370.00;2,270.00;2,360.00;1,947.05;237,921,000;+;1.2876;-26.5632;Normal;Normal;No
08/04/2021;2021;2,360.00;2,480.00;2,340.00;2,470.00;2,037.80;327,839,300;+;4.661;37.7933;Normal;Normal;No
09/04/2021;2021;2,450.00;2,490.00;2,340.00;2,340.00;1,930.55;264,837,100;-;-5.2632;-19.2174;Sharp Price Decrease;Normal;No
12/04/2021;2021;2,310.00;2,310.00;2,210.00;2,250.00;1,856.30;194,738,500;-;-3.8462;-26.4686;Normal;Normal;No
13/04/2021;2021;2,250.00;2,300.00;2,220.00;2,270.00;1,872.80;111,017,700;+;0.8889;-42.9914;Normal;Normal;No
14/04/2021;2021;2,280.00;2,340.00;2,280.00;2,330.00;1,922.30;143,891,700;+;2.6432;29.6115;Normal;Normal;No
15/04/2021;2021;2,340.00;2,350.00;2,300.00;2,320.00;1,914.05;109,175,800;-;-0.4292;-24.1264;Normal;Normal;No
16/04/2021;2021;2,340.00;2,420.00;2,310.00;2,390.00;1,986.13;173,387,400;+;3.0172;58.8149;Normal;Normal;No
19/04/2021;2021;2,350.00;2,370.00;2,300.00;2,340.00;1,944.58;91,552,300;-;-2.0921;-47.1978;Normal;Normal;No
20/04/2021;2021;2,330.00;2,360.00;2,300.00;2,350.00;1,952.89;60,372,200;+;0.4274;-34.0571;Normal;Normal;No
21/04/2021;2021;2,320.00;2,400.00;2,300.00;2,370.00;1,969.51;112,742,900;+;0.8511;86.7464;Normal;Normal;No
22/04/2021;2021;2,380.00;2,440.00;2,350.00;2,350.00;1,952.89;119,644,900;-;-0.8439;6.1219;Normal;Normal;No
23/04/2021;2021;2,320.00;2,340.00;2,310.00;2,320.00;1,927.96;41,022,800;-;-1.2766;-65.7129;Normal;Sharp Volume Decrease;No
26/04/2021;2021;2,350.00;2,420.00;2,340.00;2,390.00;1,986.13;139,616,000;+;3.0172;240.3376;Normal;Sharp Volume Increase;No
27/04/2021;2021;2,410.00;2,430.00;2,360.00;2,390.00;1,986.13;96,606,300;0;0;-30.8057;Normal;Normal;No
28/04/2021;2021;2,380.00;2,430.00;2,350.00;2,430.00;2,019.37;138,325,400;+;1.6736;43.1847;Normal;Normal;No
29/04/2021;2021;2,460.00;2,540.00;2,460.00;2,510.00;2,085.85;325,392,600;+;3.2922;135.2371;Normal;Normal;No
30/04/2021;2021;2,490.00;2,500.00;2,440.00;2,490.00;2,069.23;124,672,100;-;-0.7968;-61.6856;Normal;Sharp Volume Decrease;No
03/05/2021;2021;2,500.00;2,560.00;2,480.00;2,520.00;2,094.16;171,047,200;+;1.2048;37.1977;Normal;Normal;No
04/05/2021;2021;2,540.00;2,640.00;2,500.00;2,620.00;2,177.26;284,137,700;+;3.9683;66.1165;Normal;Normal;No
05/05/2021;2021;2,620.00;2,640.00;2,560.00;2,630.00;2,185.57;180,649,900;+;0.3817;-36.4217;Normal;Normal;No
06/05/2021;2021;2,610.00;2,670.00;2,580.00;2,620.00;2,177.26;150,793,800;-;-0.3802;-16.5271;Normal;Normal;No
07/05/2021;2021;2,630.00;2,650.00;2,610.00;2,620.00;2,177.26;133,080,200;0;0;-11.7469;Normal;Normal;No
10/05/2021;2021;2,640.00;2,700.00;2,620.00;2,680.00;2,227.12;157,887,500;+;2.2901;18.6409;Normal;Normal;No
11/05/2021;2021;2,600.00;2,690.00;2,600.00;2,670.00;2,218.81;164,247,600;-;-0.3731;4.0282;Normal;Normal;No
17/05/2021;2021;2,670.00;2,670.00;2,500.00;2,510.00;2,085.85;185,205,000;-;-5.9925;12.7596;Sharp Price Decrease;Normal;No
18/05/2021;2021;2,560.00;2,640.00;2,540.00;2,600.00;2,160.64;179,403,400;+;3.5857;-3.1325;Normal;Normal;No
19/05/2021;2021;2,580.00;2,640.00;2,530.00;2,550.00;2,119.09;111,892,800;-;-1.9231;-37.6306;Normal;Normal;No
20/05/2021;2021;2,510.00;2,520.00;2,420.00;2,420.00;2,011.06;214,175,900;-;-5.098;91.4117;Sharp Price Decrease;Normal;No
21/05/2021;2021;2,420.00;2,440.00;2,310.00;2,330.00;1,936.27;147,528,900;-;-3.719;-31.1179;Normal;Normal;No
24/05/2021;2021;2,360.00;2,390.00;2,250.00;2,270.00;1,886.41;128,408,600;-;-2.5751;-12.9604;Normal;Normal;No
25/05/2021;2021;2,310.00;2,410.00;2,310.00;2,330.00;1,936.27;186,483,800;+;2.6432;45.2269;Normal;Normal;No
27/05/2021;2021;2,340.00;2,390.00;2,330.00;2,390.00;1,986.13;148,943,500;+;2.5751;-20.1306;Normal;Normal;No
28/05/2021;2021;2,470.00;2,500.00;2,430.00;2,460.00;2,044.30;118,544,200;+;2.9289;-20.41;Normal;Normal;No
31/05/2021;2021;2,480.00;2,480.00;2,410.00;2,450.00;2,035.99;57,366,900;-;-0.4065;-51.6072;Normal;Normal;No
02/06/2021;2021;2,460.00;2,550.00;2,440.00;2,550.00;2,119.09;125,654,300;+;4.0816;119.0362;Normal;Normal;No
03/06/2021;2021;2,540.00;2,600.00;2,500.00;2,520.00;2,094.16;131,141,700;-;-1.1765;4.3671;Normal;Normal;No
04/06/2021;2021;2,480.00;2,480.00;2,410.00;2,430.00;2,019.37;160,479,400;-;-3.5714;22.371;Normal;Normal;No
07/06/2021;2021;2,450.00;2,450.00;2,370.00;2,380.00;1,977.82;62,115,900;-;-2.0576;-61.2935;Normal;Sharp Volume Decrease;No
08/06/2021;2021;2,390.00;2,420.00;2,350.00;2,350.00;1,952.89;58,838,700;-;-1.2605;-5.2759;Normal;Normal;No
09/06/2021;2021;2,380.00;2,480.00;2,370.00;2,460.00;2,044.30;117,338,500;+;4.6809;99.424;Normal;Normal;No
10/06/2021;2021;2,440.00;2,480.00;2,420.00;2,420.00;2,011.06;79,751,900;-;-1.626;-32.0326;Normal;Normal;No
11/06/2021;2021;2,460.00;2,500.00;2,440.00;2,480.00;2,060.92;94,696,000;+;2.4793;18.7382;Normal;Normal;No
14/06/2021;2021;2,470.00;2,470.00;2,400.00;2,410.00;2,002.75;64,557,400;-;-2.8226;-31.8267;Normal;Normal;No
15/06/2021;2021;2,390.00;2,390.00;2,340.00;2,360.00;1,961.20;84,189,100;-;-2.0747;30.4097;Normal;Normal;No
16/06/2021;2021;2,330.00;2,360.00;2,300.00;2,320.00;1,927.96;77,248,800;-;-1.6949;-8.2437;Normal;Normal;No
17/06/2021;2021;2,290.00;2,350.00;2,260.00;2,330.00;1,936.27;74,868,000;+;0.431;-3.082;Normal;Normal;No
18/06/2021;2021;2,300.00;2,320.00;2,210.00;2,230.00;1,853.17;125,507,700;-;-4.2918;67.6386;Normal;Normal;No
21/06/2021;2021;2,190.00;2,250.00;2,130.00;2,200.00;1,828.24;100,386,700;-;-1.3453;-20.0155;Normal;Normal;No
22/06/2021;2021;2,250.00;2,300.00;2,220.00;2,260.00;1,878.10;97,671,600;+;2.7273;-2.7046;Normal;Normal;No
23/06/2021;2021;2,280.00;2,310.00;2,240.00;2,250.00;1,869.79;64,275,900;-;-0.4425;-34.1918;Normal;Normal;No
24/06/2021;2021;2,280.00;2,290.00;2,240.00;2,250.00;1,869.79;59,257,500;0;0;-7.8076;Normal;Normal;No
25/06/2021;2021;2,310.00;2,340.00;2,280.00;2,300.00;1,911.34;90,478,300;+;2.2222;52.6867;Normal;Normal;No
28/06/2021;2021;2,310.00;2,310.00;2,230.00;2,240.00;1,861.48;65,985,000;-;-2.6087;-27.0709;Normal;Normal;No
29/06/2021;2021;2,230.00;2,250.00;2,210.00;2,220.00;1,844.86;55,524,500;-;-0.8929;-15.8528;Normal;Normal;No
30/06/2021;2021;2,240.00;2,310.00;2,230.00;2,300.00;1,911.34;95,174,800;+;3.6036;71.4105;Normal;Normal;No
01/07/2021;2021;2,280.00;2,310.00;2,200.00;2,230.00;1,853.17;89,606,900;-;-3.0435;-5.8502;Normal;Normal;No
02/07/2021;2021;2,230.00;2,250.00;2,190.00;2,220.00;1,844.86;57,200,500;-;-0.4484;-36.1651;Normal;Normal;No
05/07/2021;2021;2,230.00;2,260.00;2,220.00;2,240.00;1,861.48;60,698,700;+;0.9009;6.1157;Normal;Normal;No
06/07/2021;2021;2,250.00;2,510.00;2,240.00;2,480.00;2,060.92;365,880,400;+;10.7143;502.7813;Sharp Price Increase;Sharp Volume Increase;Yes
07/07/2021;2021;2,450.00;2,470.00;2,380.00;2,460.00;2,044.30;146,473,200;-;-0.8065;-59.9669;Normal;Sharp Volume Decrease;No
08/07/2021;2021;2,460.00;2,610.00;2,460.00;2,550.00;2,119.09;227,835,500;+;3.6585;55.5476;Normal;Normal;No
09/07/2021;2021;2,560.00;2,630.00;2,530.00;2,590.00;2,152.33;185,723,500;+;1.5686;-18.4835;Normal;Normal;No
12/07/2021;2021;2,610.00;2,670.00;2,520.00;2,550.00;2,119.09;176,941,700;-;-1.5444;-4.7284;Normal;Normal;No
13/07/2021;2021;2,560.00;2,610.00;2,500.00;2,540.00;2,110.78;128,321,100;-;-0.3922;-27.4783;Normal;Normal;No
14/07/2021;2021;2,540.00;2,600.00;2,500.00;2,590.00;2,152.33;73,148,100;+;1.9685;-42.996;Normal;Normal;No
15/07/2021;2021;2,580.00;2,630.00;2,560.00;2,610.00;2,168.95;107,128,500;+;0.7722;46.4542;Normal;Normal;No
16/07/2021;2021;2,630.00;2,690.00;2,610.00;2,620.00;2,177.26;171,972,500;+;0.3831;60.5292;Normal;Normal;No
19/07/2021;2021;2,630.00;2,670.00;2,610.00;2,640.00;2,193.88;74,138,600;+;0.7634;-56.8893;Normal;Normal;No
21/07/2021;2021;2,620.00;2,640.00;2,540.00;2,560.00;2,127.40;99,038,100;-;-3.0303;33.5851;Normal;Normal;No
22/07/2021;2021;2,560.00;2,600.00;2,560.00;2,570.00;2,135.71;59,407,500;+;0.3906;-40.0155;Normal;Normal;No
23/07/2021;2021;2,600.00;2,670.00;2,600.00;2,620.00;2,177.26;130,437,900;+;1.9455;119.5647;Normal;Normal;No
26/07/2021;2021;2,660.00;2,730.00;2,610.00;2,630.00;2,185.57;223,203,900;+;0.3817;71.1189;Normal;Normal;No
27/07/2021;2021;2,670.00;2,680.00;2,510.00;2,530.00;2,102.47;126,951,200;-;-3.8023;-43.1232;Normal;Normal;No
28/07/2021;2021;2,540.00;2,590.00;2,500.00;2,520.00;2,094.16;64,034,100;-;-0.3953;-49.5601;Normal;Normal;No
29/07/2021;2021;2,550.00;2,600.00;2,500.00;2,590.00;2,152.33;90,764,300;+;2.7778;41.7437;Normal;Normal;No
30/07/2021;2021;2,590.00;2,590.00;2,510.00;2,520.00;2,094.16;90,628,600;-;-2.7027;-0.1495;Normal;Normal;No
02/08/2021;2021;2,520.00;2,520.00;2,440.00;2,510.00;2,085.85;79,180,000;-;-0.3968;-12.6324;Normal;Normal;No
03/08/2021;2021;2,490.00;2,520.00;2,440.00;2,470.00;2,052.61;79,440,900;-;-1.5936;0.3295;Normal;Normal;No
04/08/2021;2021;2,460.00;2,460.00;2,410.00;2,420.00;2,011.06;75,331,700;-;-2.0243;-5.1727;Normal;Normal;No
05/08/2021;2021;2,420.00;2,430.00;2,340.00;2,370.00;1,969.51;105,003,300;-;-2.0661;39.3879;Normal;Normal;No
06/08/2021;2021;2,380.00;2,410.00;2,320.00;2,330.00;1,936.27;73,813,800;-;-1.6878;-29.7034;Normal;Normal;No
09/08/2021;2021;2,300.00;2,310.00;2,250.00;2,260.00;1,878.10;118,970,000;-;-3.0043;61.1758;Normal;Normal;No
10/08/2021;2021;2,270.00;2,370.00;2,240.00;2,340.00;1,944.58;131,980,200;+;3.5398;10.9357;Normal;Normal;No
12/08/2021;2021;2,400.00;2,430.00;2,380.00;2,400.00;1,994.44;127,108,900;+;2.5641;-3.6909;Normal;Normal;No
13/08/2021;2021;2,410.00;2,410.00;2,350.00;2,380.00;1,977.82;66,587,000;-;-0.8333;-47.6142;Normal;Normal;No
16/08/2021;2021;2,370.00;2,400.00;2,350.00;2,390.00;1,986.13;48,998,000;+;0.4202;-26.4151;Normal;Normal;No
18/08/2021;2021;2,390.00;2,420.00;2,360.00;2,400.00;1,994.44;85,335,000;+;0.4184;74.1602;Normal;Normal;No
19/08/2021;2021;2,380.00;2,380.00;2,270.00;2,270.00;1,886.41;131,304,600;-;-5.4167;53.8696;Sharp Price Decrease;Normal;No
20/08/2021;2021;2,240.00;2,320.00;2,240.00;2,280.00;1,894.72;71,969,400;+;0.4405;-45.189;Normal;Normal;No
23/08/2021;2021;2,310.00;2,330.00;2,280.00;2,290.00;1,903.03;65,261,800;+;0.4386;-9.3201;Normal;Normal;No
24/08/2021;2021;2,330.00;2,330.00;2,270.00;2,270.00;1,886.41;43,554,200;-;-0.8734;-33.2623;Normal;Normal;No
25/08/2021;2021;2,290.00;2,340.00;2,280.00;2,300.00;1,911.34;61,473,600;+;1.3216;41.1428;Normal;Normal;No
26/08/2021;2021;2,300.00;2,310.00;2,270.00;2,270.00;1,886.41;30,446,800;-;-1.3043;-50.4717;Normal;Normal;No
27/08/2021;2021;2,270.00;2,290.00;2,250.00;2,260.00;1,878.10;31,806,000;-;-0.4405;4.4642;Normal;Normal;No
30/08/2021;2021;2,280.00;2,320.00;2,280.00;2,310.00;1,919.65;37,542,900;+;2.2124;18.0372;Normal;Normal;No
31/08/2021;2021;2,350.00;2,400.00;2,320.00;2,390.00;1,986.13;117,729,600;+;3.4632;213.5869;Normal;Sharp Volume Increase;No
